EmployeeID,Age,Department,JobGrade,Work-Life Balance,Career Development,Manager Support,Peer Relationship,Compensation,Autonomy,Job Clarity,Work Meaningfulness,Productivity,Attrition
251,24,Sales,3,3.186065474549073,1.6437621687951998,2.827770308650074,1.0,4.1032635885657776,4.332709665923328,4.337404023231949,4.4785341795708264,0.7317450756611275,1
252,39,Marketing,5,2.7491225642880233,3.686158233188948,2.4858763438091107,1.1781392742517145,3.73175147204073,4.220567658606064,3.9299041778892527,3.3911354704375825,0.6923768046702593,0
253,47,Engineering,3,2.251156572155838,1.2824286721909435,2.515184438868399,1.5862490320909433,4.166588770579793,4.080323688865173,3.5072338763080766,4.703445495366024,0.5517493646429494,1
254,40,Sales,3,3.494364940302054,2.9932240737963527,1.8375354088495275,2.4193010594027466,4.186798739334148,4.12811239441548,4.175992918050805,4.853151393357559,0.7079669419877967,0
255,22,Sales,4,2.5475936353068165,3.5172976143767283,2.452030928599733,2.194658464563083,4.392678943969669,4.2979936210283185,4.17778132302689,4.473727570489963,0.7213070869873209,0
256,29,Engineering,3,1.498144070823188,2.4208555751810783,2.255093912702945,2.057901642229998,3.934910312341916,3.899009198766367,4.068769625648168,3.73272246985904,0.6071335341326684,1
257,41,Engineering,4,2.1923650218713324,2.3946749201238484,2.625740019618503,3.0575604725549885,3.9974535421315296,4.641518389265441,4.587661875701783,4.036986730759049,0.7834928711029691,1
258,28,HR,4,3.6429979310913043,2.9673625548528464,1.445631030061584,3.057293565446633,4.550346826404975,4.834654144145925,3.5086107544812113,4.791437247861116,0.6936368565540202,1
259,36,Sales,4,2.0313670624375995,3.7963173243537103,2.7784964054385233,2.604943057437312,3.795470735259439,3.7897117222070524,3.8187279682302107,3.7108895731728007,0.6302309919675849,0
260,38,Finance,3,2.692654902130481,2.3032526534410436,3.211640772420416,2.584084197903061,3.280773504645354,4.859164943969561,4.226458799743067,4.5143218538825955,0.7274913789403599,1
261,26,Engineering,3,3.020713637160247,1.9533313656938387,2.3573238124155984,1.900337614346612,4.278515678463241,3.7906532878869297,3.920245890522513,4.174613995363421,0.6816077125599709,0
262,32,Engineering,3,2.91296393918846,2.2033571810744053,2.952968875314065,1.9841053685404304,4.735424373784122,4.648893455844893,4.021645380911793,4.280096624753487,0.6870398642115739,1
263,20,Marketing,3,4.21462185927067,1.4132402053996458,2.717242392391204,1.3046454318123475,4.544590237823443,4.858239405295285,4.169874316067913,3.782114261337595,0.7691347332127658,0
264,25,Finance,3,1.6765877201537118,3.128430529100609,2.074581901883761,2.3244739977551685,4.287742097765152,4.152744651960081,4.542982466706814,4.365332142551072,0.7281676442765678,1
265,31,Finance,3,1.7464758436270378,2.140141863100298,1.7590320194800197,3.050018902797838,4.825322671674389,3.7947511290081106,4.149713173225136,4.329537868557168,0.606468135295592,0
266,24,Engineering,4,1.688171887028507,2.354162592154111,1.857128057895539,3.448030927742192,4.741008619582458,3.9056585011441856,3.2151577718240922,3.4453207047166927,0.5920281833368284,1
267,44,HR,4,2.2928571052881805,3.1367347919933044,2.7050247984083007,2.3286540994661755,4.03454273613547,4.380928432824429,3.8986014954911434,4.197778052724815,0.709343107177644,1
268,22,Marketing,3,3.269564171727716,2.2361627729131057,2.460698407610357,2.8441681824067833,4.323760864168535,5.0,4.44789213765004,4.506948578539989,0.8512646774593284,1
269,29,Finance,4,1.7777857941424422,3.0313632767718777,3.3925651153171885,1.0,4.34523011131822,3.353633579481645,4.581336819383278,4.007358374851803,0.6422083789782838,0
270,33,Engineering,5,3.279352354160757,1.7733380473285991,3.053609078542726,2.196950175721103,4.1566246856287155,4.250120982405989,4.608928939088052,2.9761347244477934,0.671888020883905,0
271,43,Finance,4,2.524588668949416,3.1711035998267985,3.052149488189111,2.1805463339067157,4.767123785436939,4.155963925451494,4.7505888349810315,4.142591637551032,0.7212241659210099,1
272,22,Marketing,4,1.7237023147523534,2.7393335148858293,2.684156561198556,3.543817819957768,4.123929783301614,3.9717391191159455,4.259218638544994,4.933233966572661,0.728150966610532,1
273,41,Marketing,3,1.2740410304025005,2.4379946784262323,1.8264607354748348,2.7750534226449926,3.9498605544975023,4.159609029135693,4.3315824904348235,4.0277652552695695,0.5792047180671784,1
274,33,Sales,3,1.4307006543334717,2.591625441560657,2.727737507182494,2.845978796016425,2.904229371312423,3.9289015890754615,3.693045726870209,4.914325541428605,0.5527655809563325,0
275,26,Engineering,3,2.0339026142362533,1.5992670937430846,2.544697215519756,2.809629817699295,3.8008480588131444,4.821577705931204,3.112712343607728,3.7938212218444822,0.6085670528223545,1
276,36,Marketing,3,2.3815941769796756,2.575600520762879,1.7031330280109764,2.531809912632555,3.542291045598284,4.871246903333363,3.491208708211051,3.6195146771365088,0.6666167578120538,0
277,34,Sales,5,3.4422440837113157,2.400831150250377,3.3469644809910983,3.5726557315943905,4.1798019243667826,4.244067635573511,3.849081224154781,4.197448681088705,0.6766377407538817,1
278,28,Sales,4,3.0593617485317672,1.6183971726937056,3.2716025624504064,1.0,3.573155374768623,4.129427493256855,3.5201477243345947,3.788710816132299,0.5815459194336352,1
279,33,Finance,3,1.9127411235437886,2.0302472011654196,1.6990955989080576,2.6023472861007924,4.5043423708344505,3.9534816636864676,4.053536529969929,4.364928868930279,0.6348958145097864,1
280,30,Finance,3,2.7860656983605177,2.4095283194332375,2.0535435664184303,3.2908619961476946,4.754218804107019,4.2451406688763385,3.9689558696793723,4.013714572867315,0.7477215364489892,0
281,33,Sales,4,3.656082388434568,2.074895470536511,2.1150348463916666,1.176024582765146,4.18442162070594,5.0,4.668913506951029,4.936958522627905,0.7362583279346806,1
282,37,Finance,3,3.811742194721025,1.0,2.9268960806597306,3.0865424976406115,3.7079911418681295,4.148132881899321,3.7154317561060664,3.979166264391352,0.7263567080983198,0
283,44,Marketing,3,2.2799157919124826,3.2534712777262063,2.8463076263177975,1.9671857311142784,4.343200188090767,3.7802838009868704,4.2702909585919775,4.244868480075961,0.7018955165894498,0
284,24,HR,4,3.170801900793501,2.4005370874372343,2.5310850489504495,2.5768711501894286,5.0,4.001119054326574,3.99011615329158,4.498167864221835,0.7749553161435738,0
285,47,Marketing,3,3.4729687568214764,1.0,2.6917000962793876,1.9537484333382014,4.991240314662281,4.57673498088444,3.696710716836566,4.6781580197290245,0.7647200887090276,1
286,20,Sales,3,1.4450496537751292,3.9944740577755766,1.5986574624881267,3.1714061735843155,3.4969606533812887,3.841131647976198,3.836144273015952,4.939821347971078,0.5100761135133751,1
287,31,Sales,3,2.1413150389882123,3.368974631919232,2.766952896950917,2.2981466831435036,3.478409388265881,4.183146952668738,3.1743701474598778,4.082568366179501,0.6149491850344755,0
288,37,Marketing,4,4.054013114096285,2.2557125642521654,2.429380237117751,3.092057799450048,3.3502317801000263,4.43644156758137,4.574173413446817,4.000345950430958,0.8066453553571742,1
289,34,Finance,3,2.2892747229153674,1.9102517560433094,2.0246697722089873,2.804730885385039,3.6315102731248396,3.879068571973487,4.9011306268740125,3.243041650401833,0.7502119170038005,1
290,28,Finance,3,1.0,2.7822338475323654,1.4272456082487768,1.944345261158813,4.325796234384315,3.3177971396174746,4.066266941479442,5.0,0.5778352431287291,0
291,31,Sales,3,2.4153267327292944,2.6416287704188988,2.518872809330446,2.8513014332768676,3.9216528624150375,3.664307268073449,4.214531043697156,4.38048204861666,0.6178087646537967,1
292,29,Engineering,3,3.2872378493811034,2.8794629473602615,2.749871927352467,2.0355016593910875,3.7806649820576954,3.770616745563513,4.052071079797071,4.575904032886105,0.6362507628155896,1
293,28,Finance,3,2.504557305760627,1.9122658087214663,1.308262738805389,2.5448896656879816,4.719554883758226,4.085586347071679,3.7899543592349683,4.477864437456311,0.5934578751275258,0
294,38,Marketing,4,3.000754762760444,3.268440414680143,2.512940249459501,2.28538394695714,4.465046559543813,4.222149830697639,4.552451430105439,4.224767441438,0.7270768178705602,0
295,35,Finance,3,3.156755398359012,2.1685765137771154,2.5855678262939468,3.1299383064721416,3.3476486864230943,4.611850648688556,4.359534162575808,4.375176290251681,0.7068912955253925,1
296,28,Marketing,4,2.2515437839974024,2.976536024058897,2.1120393197966374,2.8782255895161923,4.690862337104818,3.5863719956676468,2.743932810310442,3.9201687754078742,0.43218345312571427,1
297,39,Sales,3,2.1364249095099366,1.9421425176800833,2.765886741676622,2.4784949159766803,4.453017361231019,4.539143435353588,3.6826946262954423,4.0489506746302535,0.5928309727389269,0
298,35,Finance,3,2.60740868316799,4.353700790027441,2.4071363086058764,2.0200017559910375,4.464131629015187,4.0145382444251,3.173469375217987,3.724897099818559,0.5983668810744127,1
299,38,Marketing,3,2.6244452460509167,2.986866344275681,2.6982197037354547,1.6117059571184973,3.914762988034716,3.3072263505590764,4.977707172694291,4.97862198186178,0.5953001529913612,0
300,37,Sales,3,2.53785377389288,4.518962593601552,2.873972853012539,2.5949594935034885,4.106347910102555,4.206786829692103,4.114085613777131,4.4807405049481766,0.6379552121037076,0
301,27,Engineering,3,2.566609565877725,3.0793213834282325,2.8743648343053665,2.0573963747937687,3.2136392359014416,4.858133775749984,4.32035078084814,5.0,0.8029129212045268,1
302,29,Marketing,3,1.9760177057654835,2.1069749501919213,3.211774345412551,1.1854026896983223,4.633493336267313,4.641557275829242,4.023352432459888,5.0,0.6460756090831521,1
303,38,Engineering,3,3.025200837056664,3.080566555512437,2.736827632149206,1.5689800213026248,3.7005364943493424,4.161864794488967,4.751348363145043,3.4979218801913756,0.6679328644969948,0
304,37,Engineering,4,2.9194623629790764,3.1304044727352514,2.1660714814562256,3.6381127138792015,3.764685484453028,4.762885308064376,4.630352586297217,4.6926141864365185,0.7934771039050409,0
305,32,HR,3,1.5647941433551793,2.7613269011484336,2.046546968672762,2.038016530507388,3.757929352820142,4.296111340273653,4.092260408489742,3.5210181614847826,0.6615980823702087,0
306,33,Finance,4,2.227586378039823,2.9412747304224394,1.7556838729919644,3.257513944257281,5.0,4.690594413911219,5.0,4.288708744232225,0.8487703668485269,1
307,41,Marketing,5,2.5651559107776127,3.033208990585373,2.6058257501790343,2.2503451909612036,3.8656479676188567,3.3691988325155995,4.292659071116437,4.357364734929765,0.7300658722938829,0
308,28,Engineering,3,2.125980898406678,1.804423292463981,3.424918200256766,3.3677043446125694,4.671130136771862,3.5751635923698677,3.469937462430589,3.556416925446222,0.6665589669963808,0
309,36,HR,3,2.9461603843114554,1.7545991166890333,2.2490831758089946,3.3170148122320646,4.1880039475586095,4.56451799278636,4.25000936875678,3.8312408322294442,0.6398622672065482,0
310,31,Sales,3,2.4531822230800038,1.9440481009698964,2.814725773396972,1.9220132011695399,3.7854451432822604,4.969641247172412,4.458720328863143,4.380175737888172,0.6442235111416617,0
311,31,Marketing,3,2.6183507706186306,2.5892796760593573,1.9734039968393877,1.1084170332346766,3.6947999733601513,4.408647865456253,4.133387623725863,4.288150349520315,0.6041246552647979,0
312,40,Engineering,3,2.219503484761849,2.343780179968606,2.636363440612444,1.167675666078776,3.8855719562580044,3.951331563312099,3.994258477378519,3.690814218432741,0.6235354917521992,1
313,38,Finance,4,1.1047468236125697,1.8171006038539361,3.381542989652108,1.9339369472310053,4.162769296612063,3.7747420707133554,5.0,3.8509844520301484,0.6401125070474093,0
314,38,HR,3,1.0647561749062853,3.0427199473637527,2.9803735813323597,3.822744097890279,4.5008685531940875,4.042342418202596,3.607068770642336,3.4542798557580454,0.5652792695455646,0
315,42,Engineering,3,2.9127266826844194,2.698131374095536,1.4004315768025903,2.2126065475542225,3.9645041602547924,4.806818495858383,2.8181430874450255,3.598538227088432,0.5272368348774173,1
316,33,Finance,4,2.6868384535425758,2.6182502939595977,2.899486371224881,2.601670765051418,3.9457941291098404,4.028736480856303,5.0,4.014289794243263,0.731699445152714,0
317,37,Engineering,3,2.807063544445759,2.3194074863782452,2.9313580451554864,3.412335806342373,3.759422427548963,4.72388062069371,3.5869763019551764,4.693726556348841,0.7174908100255079,0
318,30,Marketing,4,2.594130989444039,2.2352403283440987,2.621440881258962,2.5772249541781815,3.602978929269889,4.526286562727273,4.0566909807508935,4.75711653726115,0.6726177140938516,0
319,35,Marketing,3,2.65019718236146,1.9110681867337165,2.9672654788916386,2.553123726964542,3.561154490123869,5.0,4.011283922468875,5.0,0.7312087986497264,1
320,32,Marketing,3,3.1783163615331516,3.1536182047761363,1.9165485721977231,2.9358642357616027,4.694014458969801,4.300130935768254,4.81587424534926,4.412132092578023,0.8048867106224731,0
321,33,HR,3,2.8112335606809884,2.0075549828427697,2.54428420836286,2.7022788288569908,3.9355804576895643,4.175201819408979,4.917428189813434,4.294141533858347,0.7331168897244794,0
322,37,Marketing,3,3.228636545214279,2.6465733266849716,3.277121758656671,2.4303730264975605,3.9798620502221174,4.748836052840134,3.553812272947404,4.44757317049832,0.6610460375992386,0
323,27,Finance,5,2.620023288858618,3.663407277390423,3.2139646384264573,1.9949854597617904,3.8666937085095743,3.732368602350991,4.8784548140927,4.442778008614957,0.7943326794718031,0
324,47,Engineering,3,2.28973278163616,2.2674195787174547,2.88363148180418,2.5549422236058192,4.041571855036189,3.9779915114445314,4.869205158108091,3.3917431997356506,0.6790791895661552,0
325,25,Sales,5,2.635942003509372,3.172491498503436,1.881903343549382,3.266079857958198,4.385537087161717,3.3599976272350762,4.209677470462485,5.0,0.6719231991424072,1
326,24,Finance,3,1.9146754829588923,2.898096311224971,1.7716753605665052,3.7474032108991047,3.956559589415189,3.5728377204760022,4.666271277659929,3.234530509019032,0.6300136928972455,0
327,41,Finance,3,2.234107149761664,2.7180272942827375,2.580180572110348,2.704593649098237,4.290369943715286,5.0,4.716414976972378,4.774381198189274,0.6780220043133378,0
328,38,Marketing,3,2.624299916048026,2.801243909333327,2.6265419671080883,3.028612794567181,4.9091042447488205,4.54615728682035,4.07378607438705,4.22819348916585,0.6649327223657876,0
329,37,HR,3,2.615022832330708,2.4335654015103487,2.4297397594059205,2.6888114950139683,3.7901679919063973,3.514649208513533,4.121216721224839,3.6552514039226067,0.5823353411042055,0
330,37,Engineering,5,2.425506783997908,2.524343178155408,1.9366505152623432,2.438869444917478,3.980265865004896,4.797414497313528,4.4946640235372115,4.465687215035954,0.5408874672260577,1
331,32,HR,3,1.5282707028780553,2.116320236241993,2.8058727527732756,2.859979955028879,4.520530134705904,3.8481512269023286,3.3857375166820947,4.140930697549147,0.5966558360882043,0
332,26,Engineering,3,2.9454866824945,2.5290199847938624,2.577115744086179,3.332532984018739,4.948648083590963,4.520475304166698,4.023096666742706,3.8587310019295886,0.7822162519386041,1
333,33,Engineering,3,3.0839598846196843,2.090341802951552,2.7028770215853313,1.8795467147865983,3.5788448610618997,4.513006802197836,3.599820626848326,3.509261168109489,0.6011877397002411,1
334,28,HR,3,3.6505833466765667,3.203958565153618,2.915403631736877,1.4840223083809638,3.349597987576084,5.0,4.91178910149951,3.4672464354880352,0.8759106469490147,1
335,39,Finance,3,2.809243197612112,1.310351799925089,2.308445148625391,2.126894225254474,4.199696824563854,3.9311351247497726,4.017208687748837,3.8945443502754,0.7088849090224664,0
336,31,Engineering,3,2.501023283934038,2.836737303787838,2.157869135834394,2.6481633603097925,4.148061551514098,3.8298853064099827,4.338186861546676,4.00650594114556,0.6618454916119134,0
337,27,HR,4,1.7908793432728953,2.7356106909955957,3.275295726316036,3.108910132334862,4.5500846480830495,2.855478742620771,4.090794032013745,3.5947287335805993,0.572321748360014,1
338,30,Engineering,3,3.544412508552739,2.6722111749232234,1.9698490594288822,1.8073445226011584,4.473780173310507,4.139113436653414,4.058257957270883,4.219240073823481,0.5956788738383569,0
339,35,Sales,3,2.673483083811816,3.2171492642058404,2.1715780603765946,1.0,4.183018387062863,4.562664915992117,4.30548314379331,3.66593189896774,0.6410024712343347,0
340,29,Finance,3,2.6353612216778197,2.299713486969937,3.3639734707992313,2.1433859403302886,4.724607426683396,4.630986917634737,3.834678167598933,4.380110360087951,0.696024967157219,1
341,27,Marketing,3,2.3221606612748036,2.678803691200435,2.1170830242932377,2.3642600420392346,3.8594911725736702,4.82619968981438,4.100758824266213,4.815689660635829,0.664787240918407,1
342,34,Engineering,5,2.2774213034955966,1.298420678269483,2.430967649451608,1.6864085616119935,4.305790396038378,4.344902870999197,4.097078501382456,4.344687158098038,0.6861787787013988,0
343,34,Sales,3,2.981786713835593,2.209278182505344,2.2116210916208803,1.9707363498278818,3.5921463855928404,4.452390559119584,3.9883923500658547,4.153082604509783,0.734247535036536,1
344,29,Marketing,3,1.7849915641389857,3.099015501822657,1.251744963101342,3.107098387060898,4.178935861912342,4.234060220356807,4.395528453872624,3.9325514810894524,0.6723282520044153,1
345,29,Marketing,4,3.637802301411146,1.5625867851244628,2.413684643596642,2.5546840487172693,3.4694341807299844,4.553727417776451,3.9765020339927597,4.9230493092876095,0.7355024555763923,1
346,34,Engineering,3,3.4852685202768603,2.6118203569355214,1.7925647654950165,2.7419354830265226,3.64207822651185,3.7328788214500053,5.0,4.103242141237134,0.6982928238727694,0
347,22,HR,3,2.2521569171930373,2.025738049681342,2.6782063028504925,2.2510224378726167,5.0,3.4957675845423744,4.514482054020264,5.0,0.6593085229826832,1
348,23,Engineering,5,1.8952948038888704,2.4223091197597855,3.2739469570287785,1.9721227123291718,3.287731216072215,3.7856309952793588,3.5253449726292985,3.608482077543937,0.6109923788849486,1
349,27,Sales,4,1.08935580815121,2.0676257578668817,1.0,2.245971239403099,4.0916741522926205,4.306811858793329,4.475438972019311,4.3449536413310454,0.5756155277265071,1
350,31,Marketing,5,1.6240102892610413,1.6269630769945986,2.2151581111998038,2.8492161359257846,4.613607561362334,3.5497876670973767,3.8552601512460516,4.906361804984378,0.6405640626199228,1
351,35,Engineering,3,3.010938045018012,2.7702023204718604,2.8166262630754866,1.4560758520611483,5.0,3.883377920197906,4.267845087702727,3.8549318340411967,0.614949453515696,0
352,43,HR,3,2.7207393012304575,2.465282266582678,1.0,3.655119181882408,4.2885375208830245,3.899352858482417,3.8344022796863255,4.081937825012256,0.617785188203925,1
353,39,Engineering,3,2.8455574957142615,2.9288403837810395,3.435385752295562,2.902400946977682,4.317110063031347,4.590910605482728,3.1027980563119115,4.513073253913217,0.6392201460952265,0
354,31,Finance,3,1.208094255273087,3.0561065355992025,2.7659244257624382,2.1248839269964996,4.219842690873874,4.530047730265189,4.189133253535803,4.393945123198893,0.6035699065977429,1
355,32,HR,4,2.222929065928135,3.3576811159623103,3.258248975352331,3.0693849825205506,4.728617202342082,4.235243046129459,3.48279212057602,4.479849532110489,0.6661667818786635,0
356,25,Sales,3,3.457090964397458,2.5934407218098654,2.1052364958219996,3.355644346951175,4.415851782618949,4.425532440818778,4.409857694365662,4.780129237304132,0.8032122753293719,0
357,32,Marketing,4,2.432780816276453,3.388034717222246,2.1896754608066664,2.2687633652782933,3.9124561066035577,4.435395221983486,4.287392412903261,4.026622942923755,0.6737142983982554,0
358,30,Engineering,4,1.6093936857632105,1.816957844826332,2.3873445516406515,2.348390647164457,4.757755845714364,4.018190221433515,3.89805772802971,4.91851294906737,0.5543051168840054,1
359,35,HR,3,2.421878368409969,3.1362718804596916,3.9967463332860778,3.5454319494311033,3.9689046420760867,3.9287503468061358,5.0,3.3399925253003255,0.6872961784684588,1
360,27,Finance,3,1.9602878071443253,2.8215732914294973,3.4226737523479462,3.983282602842669,3.4007519399580004,4.968343207811186,3.58035626634781,4.7387187727928355,0.6960896655574279,0
361,36,HR,4,2.733575341961778,2.6631648567603508,2.5926433896561227,2.5206049602976752,3.4023377292822112,2.955436097598838,3.887831174371917,4.773602843788155,0.6618911348850494,1
362,43,Finance,3,2.5143817652214007,2.811312563914182,2.678081240155549,1.6892499570377182,4.0994659267876585,3.829348315531374,3.639654208808126,3.8127648119729796,0.682383530041987,0
363,32,Sales,4,2.8803076648576034,1.8274827851651767,2.944432668109453,2.170578491552809,4.251520782885694,4.098108739295047,5.0,3.4746819120115426,0.6305533717592892,0
364,35,Marketing,3,1.6474534612644214,1.6622772330524842,4.174088374694021,3.2231110211284406,4.67781463652437,4.479975713659674,4.8761220708230395,4.083916297720129,0.758779909968512,1
365,37,Sales,3,2.185898401934431,3.6968797302538987,2.7679038551399353,1.7788492927903439,4.520408205890551,4.767753263051596,3.4889390678347847,4.401901565414632,0.6289659623829915,0
366,30,Engineering,3,3.2633040389793764,2.3818944752619107,2.532171577283139,2.354201760168687,4.239925472603172,5.0,3.787209479173205,4.032450494154789,0.6919197684578372,1
367,34,HR,5,1.552003961895163,2.3719046047353096,2.2629811223695087,2.704809417002141,4.705755245716176,4.154144658564935,3.804170670772451,4.4509710939785965,0.5720366360872817,0
368,33,Finance,3,1.797821588772015,1.7283833680310958,2.664440673263609,1.854099719514633,4.206368953315476,4.187632187655083,3.9246364911185725,5.0,0.6072817095118872,0
369,33,Finance,4,2.639508116994445,1.4627551861522141,2.0890847271541535,3.267504193313254,3.554756983610026,4.38130503030759,3.6786096730833426,3.517644030316346,0.5998280415083636,0
370,27,HR,3,2.700710887358654,2.4381767848314024,2.847264636653811,2.9857772606430624,3.445773839011222,3.9344395308355393,3.897124481494356,3.222947448407109,0.6499013174048474,1
371,33,HR,4,2.1578051100800613,2.2608884549438906,1.4971823591459212,3.9066821366677047,4.839343853802829,3.6078813639720626,4.702436134529999,4.165351173241889,0.7430474597551833,1
372,36,Engineering,4,2.305096982152805,2.5012140497197155,2.317649587415567,3.04702262710044,3.077385104298969,4.151874766867991,5.0,3.8599157118462264,0.728943803801482,0
373,43,Sales,3,2.873257893088949,2.5610077582675226,3.0142429983091352,1.827377255103773,4.099629672145416,4.572686146000899,3.4278009105612885,3.9598425407971725,0.7509257577528813,1
374,39,Finance,3,3.094744501231907,4.2426227568824855,2.7583865580361477,2.871258342636434,5.0,4.07853827691176,3.679446438366394,4.833456574745444,0.7378602380677324,0
375,48,Engineering,4,1.7515448342971687,2.2629940134827318,2.176162765963844,3.191615171461099,4.42961672215525,4.406717694359047,4.306779722190117,4.1396918375862635,0.680228174376422,1
376,27,Sales,3,2.755023664439565,3.6059580755604124,2.337582842708353,3.2276351698877424,4.095728589760567,3.265591343564232,3.4098471801919747,4.185502289602651,0.6647806337993984,0
377,39,Engineering,4,3.5584112000040053,3.6494169505314615,3.224734280684548,1.9562104964764848,3.3577692166734106,4.2092023117097295,4.319716010695613,3.9816012278786133,0.6776106987301563,1
378,34,Finance,3,2.418875557047207,3.027536999690389,1.6527188127836052,1.8725636083511674,5.0,3.9982767046428376,4.470051393564865,4.180599415687108,0.5452277671428865,0
379,48,HR,4,1.7441125923480367,2.3354115672156217,1.656784446462069,1.702254016623692,4.806913935347229,3.5624381222544077,4.550326275013488,4.33425073123768,0.6397641336520583,0
380,27,HR,4,1.7117356638209487,1.5469693647070897,1.849256233475752,3.6233123958972064,4.542398456169199,4.528606251792424,4.456072263248118,5.0,0.5995899872011281,1
381,27,Sales,5,2.3874837910816953,2.8345607141337346,2.4925254950133495,2.936015176689427,4.199720133511593,5.0,3.932375726421799,4.33982874180605,0.7596821671946467,0
382,28,Marketing,3,3.2250931134073326,3.213168455790661,1.5502833529206654,1.9251469630539026,4.4860061234706885,4.694979462840443,4.1091652192666475,4.781347584344758,0.7268261010022441,0
383,20,Sales,3,2.471470905107365,3.7233812249980893,3.167101114936187,2.5890322571299844,4.125689470698074,4.72687450273922,3.6102362069283522,4.293199792572326,0.6497178436786218,0
384,29,Marketing,3,2.6324623859341494,1.8350294320272527,1.8529952788008943,2.4134188806192833,3.7133695447578345,4.556238517308402,4.432169327318813,3.1861053348433526,0.6449152973949269,0
385,27,Engineering,3,1.8025608224783372,2.329531527570313,2.6570488904201905,1.819192971724022,4.678167465752407,4.52322572482311,5.0,3.9164640831423903,0.6797256968938327,0
386,34,Engineering,3,3.188182343083583,1.8392947867040073,2.094648829356418,2.525328760769622,4.1746706717088955,3.300284032212242,4.4311004495336945,4.33945535900444,0.6169476775863478,0
387,35,Finance,3,1.6980390001842518,2.056565405294154,2.4541520434121917,2.6334867014043075,4.460971982329394,4.1360245249640055,3.8524996320864733,4.561707271891693,0.657150152899855,1
388,46,Marketing,4,2.146852461009857,2.9650712739649387,1.3776578632388796,3.8518771662563296,4.139438379720117,4.454334883322934,4.697395926349613,4.305114295789263,0.7424533960514716,0
389,39,Finance,3,2.9409404034324056,2.024486661443985,3.2009213716469693,2.041018731963609,4.430909691023422,4.465702390600434,5.0,4.66017569988597,0.6684638518479433,0
390,28,HR,3,1.0723979511760477,1.9230101758780935,1.8269514011400194,1.3034204730632633,4.192753634671125,4.835853094634853,4.3215748858068075,3.4700076009104026,0.5463720128016856,1
391,26,Marketing,4,2.6217728047799955,3.0578971046055923,1.7536482952694081,1.765732385250816,4.153725073955229,3.6838011751834108,4.477236421927334,4.224396237808593,0.6338430072224018,1
392,36,Sales,3,1.7726485035257533,2.8155171530304828,4.165306309381465,1.8751468035974446,4.21499479773876,4.50363580770385,4.538850547033022,4.863981517342731,0.7559952191738906,1
393,23,HR,3,2.5115845792363793,2.7450078385546224,2.8880151176703253,2.2011509767769732,5.0,3.6674794980036935,3.3977713670741316,3.7142200013620292,0.656839349319614,1
394,45,HR,5,2.2535610746016443,2.042978849260654,3.1736914857981526,1.7674473896110003,4.601203492990969,4.09415020508047,3.9944389136573575,4.76029571614165,0.532519244931866,1
395,41,Sales,5,3.974084377743942,3.4051162947502913,2.821223977453329,3.075485404073258,5.0,4.169018496382362,3.9430667892347637,4.734453729642523,0.7459972622771213,0
396,29,HR,3,2.224815167560066,2.510143138123854,2.183263608009519,1.7187770658933643,4.1959487929959085,4.631285457024476,4.617433324447974,3.5814876737390287,0.6862416518582424,1
397,21,Marketing,3,3.7898559610183398,4.166133097128339,1.5852050997814926,2.5140125778094613,4.04547101531774,4.572476694200172,4.559184653947041,4.368939280554893,0.7040149578897443,1
398,42,Finance,4,2.9108666038283624,2.612816318629031,2.290825728802039,3.900134528465522,3.6629014708122623,4.260165293855819,4.139631628633526,4.279406995834212,0.6772806281257122,1
399,32,HR,3,1.9389787204891902,1.0,1.8152884588321063,2.8874977902345367,5.0,3.1239812393896456,3.9130609704956423,4.111818653468774,0.5543567248186698,0
400,41,Marketing,3,2.7315676476818296,1.0,1.8573193792958367,2.8155299081986516,3.747407546425447,4.422416866496027,3.3567020201466082,3.4365553888881424,0.6095209865452732,1
401,21,Engineering,3,2.2869131775635316,2.936764959291828,1.3917688697212123,3.800121340521612,5.0,4.066161761480607,4.192293735695869,4.068470131932667,0.6363295868670882,1
402,28,Marketing,3,2.6695102435188636,3.410345906631564,2.5801331718568474,3.371954694965881,3.6919058346148512,4.89590294580955,3.722715942610583,4.121852066329317,0.7459145307325791,0
403,33,Finance,3,2.0002763087967135,1.9513203090533053,3.601388503268092,2.8955870571468223,4.643329934316213,4.776746772170185,3.660749330210944,3.350849357110058,0.6400086223340562,1
404,33,Marketing,3,3.68312434334217,3.970685140944006,2.8906957061185143,2.2824912050388715,3.404496258263177,3.730988546547171,4.663134382061293,3.5474241814825125,0.6687677337699365,0
405,29,Sales,4,3.147778663557707,3.664099255895872,2.4259467285038014,2.4841177876471447,3.979022149204668,4.491087119495293,4.610959897523392,3.7365023032749964,0.7079411364663514,1
406,37,Finance,5,2.5222470977131137,2.6473827344088035,2.4715996890328937,2.4500872926336554,4.211040764723163,4.500955303080202,3.9557029209502503,3.6758592173757645,0.74341889084329,1
407,25,Engineering,3,3.7103803376486737,2.8776177596492922,1.0,2.219002116699524,3.9012544921482566,4.464591789808463,3.415477859346183,4.363135185528051,0.6778592458287701,0
408,32,Sales,4,2.551995470857994,3.1261711521719615,2.2033152046704365,2.648425558318047,4.11533669908302,4.3997905373728,3.787094209878147,4.655755263432455,0.6984248869069541,1
409,33,Marketing,4,3.268337475402815,3.8229964281243607,1.5013268733457625,2.745523387933359,4.117727447210569,4.515077293234126,4.696626980663597,4.044728426598555,0.7435746460139125,0
